,full_name,short_name,full_question
987,survey_grp.Section_Livestock.dairy_product_group.dairy_proportions_group.dairy_trade_amount,dairy_trade_amount,About.how.much.dairy.produce.did.your.household.exchange.
988,survey_grp.Section_Livestock.dairy_product_group.dairy_proportions_group.dairy_give_amount,dairy_give_amount,About.how.much.dairy.produce.did.your.household.give.away.
989,survey_grp.Section_Livestock.dairy_product_group.dairy_sale_group.dairy_sold_income,dairy_sold_income,How.much.money.does.your.household.make.from.selling.the.dairy.produce.
990,survey_grp.Section_Livestock.dairy_product_group.dairy_sale_group.dairy_sold_price_timeunits,dairy_sold_price_timeunits,per..18
991,survey_grp.Section_Livestock.dairy_product_group.dairy_products_who.dairy_products_who_sells,dairy_products_who_sells,Who.usually.decides.what.do.to.with.the.income.from.selling.the.dairy.products.
992,survey_grp.Section_Livestock.dairy_product_group.dairy_products_who.dairy_products_who_control_eating,dairy_products_who_control_eating,Who.usually.decides.when.to.eat.the.dairy.products.
993,survey_grp.Section_Livestock.livestock_wool_basics.wool_collect,wool_collect,Does.your.household.collect.wool.from.your.sheep.or.goats.
994,survey_grp.Section_Livestock.livestock_skins_basics.skins_collect,skins_collect,Did.you.collect.any.skins.or.hides.from.your.animals.during.the.last.12.months.
995,survey_grp.Section_Livestock.Livestock_Inputs_use,Livestock_Inputs_use,Did.you.buy.or.use.any.medicines.for.your.livestock.
996,survey_grp.Section_Livestock.Livestock_Inputs.Livestock_Medicines,Livestock_Medicines,What.medicines.does.your.household.use.
997,survey_grp.Section_Livestock.Livestock_Inputs.Livestock_Medicines_other,Livestock_Medicines_other,Define..other..livestock.medicine.
998,survey_grp.Section_Livestock.Livestock_Inputs.Livestock_which_medicines,Livestock_which_medicines,Which.animals.does.your.household.give.the.medicines.to.
999,survey_grp.AR_technologies_grp.any_new_techs,any_new_techs,In.the.last.5.years..have.you.tried.any.new.technologies.or.practices.brought.in.from.any.outside.organisations.or.extension.workers..Especially.consider.those.from.the.Africa.Rising.project..Even.if.you.have.stopped.practising.them..please.still.tell.me.
1000,survey_grp.AR_technologies_grp.tech_domain,tech_domain,Which.aspects.of.the.farm.did.you.try.to.improve.
1001,survey_grp.AR_technologies_grp.animal_interventions,animal_interventions,Which.aspects.of.animal.feeding.did.you.try.
1002,survey_grp.AR_technologies_grp.cult_forage_interventions,cult_forage_interventions,Which.cultivated.forage.crops.did.you.try.
1003,survey_grp.AR_technologies_grp.tree_fodder_intervention,tree_fodder_intervention,tree_fodder_intervention
1004,survey_grp.AR_technologies_grp.sheep_fattening,sheep_fattening,sheep_fattening
1005,survey_grp.AR_technologies_grp.post_harvest_feed_interventions,post_harvest_feed_interventions,Which.feed.management.practices.did.you.try.
1006,survey_grp.AR_technologies_grp.crop_interventions,crop_interventions,Which.aspects.of.crop.improvements.did.you.try.
1007,survey_grp.AR_technologies_grp.PVS_interventions,PVS_interventions,Which.crops.did.you.work.on.with.new.varieties.
1008,survey_grp.AR_technologies_grp.seed_interventions,seed_interventions,For.which.crops.did.you.work.on.seed.production.or.storage.
1009,survey_grp.AR_technologies_grp.tree_crops_interventions,tree_crops_interventions,Which.tree.crops.did.you.try.
1010,survey_grp.AR_technologies_grp.soil_water_interventions,soil_water_interventions,Which.aspects.of.soil.fertility.and.water.management.did.you.try.
1011,survey_grp.AR_technologies_grp.fertility_interventions,fertility_interventions,Which.soil.fertility.techniques.did.you.try.
1012,survey_grp.AR_technologies_grp.raised_beds_int,raised_beds_int,raised_beds_int
1013,survey_grp.AR_technologies_grp.ponds_int,ponds_int,ponds_int
1014,survey_grp.AR_technologies_grp.pump_interventions,pump_interventions,Which.water.pumps.did.you.try.
1015,survey_grp.AR_technologies_grp.mechanisation_interventions,mechanisation_interventions,What.tractor.or.machinery.techniques.did.you.try.
1016,survey_grp.AR_technologies_grp.Tractor_rent,Tractor_rent,Did.you.rent.the.tractor.services.or.do.you.own.a.tractor.
1017,survey_grp.AR_technologies_grp.techs_count,techs_count,techs_count
1018,survey_grp.AR_technologies_grp.why_adopt_tech_mix,why_adopt_tech_mix,Why.did.you.choose.to.try.these.practices.
1019,survey_grp.AR_technologies_grp.why_adopt_tech_mix_other,why_adopt_tech_mix_other,Define..other..reason.
1020,survey_grp.AR_technologies_grp.why_not_more,why_not_more,What.would.be.stopping.you.from.trying.more.new.practices.
1021,survey_grp.AR_technologies_grp.why_not_more_other,why_not_more_other,Define..other..reason..1
1022,survey_grp.AR_technologies_grp.tech_grp_1.current_use_tech,current_use_tech,Which.of.the.practices.are.your.household.still.using..or.plan.to.use.it.in.the.next.season...
1023,survey_grp.AR_technologies_grp.change_use_ints.change_in_use_cultivated_forage,change_in_use_cultivated_forage,Compared.to.when.you.first.started.planting.these.cultivated.forage.crops..have.you.increased.the.amount.that.you.use.
1024,survey_grp.AR_technologies_grp.change_use_ints.change_in_use_fodder_trees,change_in_use_fodder_trees,Compared.to.when.you.first.started.planting.the.fodder.trees..have.you.increased.the.amount.that.you.use.
1025,survey_grp.AR_technologies_grp.change_use_ints.change_in_use_post_harvest_feed,change_in_use_post_harvest_feed,Compared.to.when.you.first.started.using.the.feed.troughs.or.crop.residue.storage..have.you.increased.the.amount.that.you.use.
1026,survey_grp.AR_technologies_grp.change_use_ints.change_in_use_sheep_fattening,change_in_use_sheep_fattening,Compared.to.when.you.first.started.with.the.sheep.fattening.program..have.you.increased.the.amount.of.sheep.you.take.on.
1027,survey_grp.AR_technologies_grp.change_use_ints.change_in_use_PVS,change_in_use_PVS,Compared.to.when.you.first.started.with.the.new.crop.varieties..have.you.increased.the.amount.that.you.use.them.
1028,survey_grp.AR_technologies_grp.change_use_ints.change_in_use_seed,change_in_use_seed,Compared.to.when.you.first.started.the.seed.production..or.seed.storage..have.you.increased.the.amount.that.you.use.it.
1029,survey_grp.AR_technologies_grp.change_use_ints.change_in_use_tree_crops,change_in_use_tree_crops,Compared.to.when.you.first.started.with.the.tree.crops..avocado.or.apple...have.you.increased.the.amount.planted.
1030,survey_grp.AR_technologies_grp.change_use_ints.change_in_use_soil_fertility,change_in_use_soil_fertility,Compared.to.when.you.first.started.using.fertiliser..manure..or.soil.nutrient.testing..have.you.increased.the.amount.that.you.use.it.
1031,survey_grp.AR_technologies_grp.change_use_ints.change_in_use_beds_ridge_furrow,change_in_use_beds_ridge_furrow,Compared.to.when.you.first.started.using.raised.beds.or.ridge.and.furrow.planting..have.you.increased.the.amount.that.you.use.it.
1032,survey_grp.AR_technologies_grp.change_use_ints.change_in_use_ponds,change_in_use_ponds,Compared.to.when.you.first.started.using.ponds.for.water.capture..have.you.increased.the.amount.you.use.them.
1033,survey_grp.AR_technologies_grp.change_use_ints.change_in_use_pumps,change_in_use_pumps,Compared.to.when.you.first.started.using.solar.or.rope.and.washer.pumps..have.you.increased.the.amount.that.you.use.them.
1034,survey_grp.AR_technologies_grp.change_use_ints.change_in_use_tractor_seeding,change_in_use_tractor_seeding,Compared.to.when.you.first.started.using.tractor.for.seed.planting..have.you.increased.the.amount.that.you.use.it.
1035,survey_grp.AR_technologies_grp.change_use_ints.change_in_use_tractor_pump,change_in_use_tractor_pump,Compared.to.when.you.first.started.using.tractor.for.water.pump..have.you.increased.the.amount.that.you.use.it.
1036,survey_grp.AR_technologies_grp.change_use_ints.change_in_use_tractor_transport,change_in_use_tractor_transport,Compared.to.when.you.first.started.using.tractor.for.transporting.things..have.you.increased.the.amount.that.you.use.it.
1037,survey_grp.AR_technologies_grp.where_heard_of_grp.where_heard_cultivated_forage,where_heard_cultivated_forage,Where.did.you.hear.about.these.cultivated.forage.crops.
1038,survey_grp.AR_technologies_grp.where_heard_of_grp.where_heard_fodder_trees,where_heard_fodder_trees,Where.did.you.hear.about.the.fodder.trees.
1039,survey_grp.AR_technologies_grp.where_heard_of_grp.where_heard_post_harvest_feed,where_heard_post_harvest_feed,Where.did.you.hear.about.the.feed.troughs.or.crop.residue.storage.sheds.
1040,survey_grp.AR_technologies_grp.where_heard_of_grp.where_heard_sheep_fattening,where_heard_sheep_fattening,Where.did.you.hear.about.the.sheep.fattening.program.
1041,survey_grp.AR_technologies_grp.where_heard_of_grp.where_heard_PVS,where_heard_PVS,Where.did.you.hear.about.the.new.crop.varieties.
1042,survey_grp.AR_technologies_grp.where_heard_of_grp.where_heard_seed,where_heard_seed,Where.did.you.hear.about.the.seed.production.and.seed.storage.activities.
1043,survey_grp.AR_technologies_grp.where_heard_of_grp.where_heard_tree_crops,where_heard_tree_crops,Where.did.you.hear.about.the.tree.crops..avocado.or.apple..
1044,survey_grp.AR_technologies_grp.where_heard_of_grp.where_heard_soil_fertility,where_heard_soil_fertility,Where.did.you.hear.about.the.fertiliser..manure..or.soil.nutrient.testing.
1045,survey_grp.AR_technologies_grp.where_heard_of_grp.where_heard_beds_ridge_furrow,where_heard_beds_ridge_furrow,Where.did.you.hear.about.raised.beds.or.ridge.and.furrow.planting.
1046,survey_grp.AR_technologies_grp.where_heard_of_grp.where_heard_ponds,where_heard_ponds,Where.did.you.hear.about.the.ponds.for.water.capture.
1047,survey_grp.AR_technologies_grp.where_heard_of_grp.where_heard_pumps,where_heard_pumps,Where.did.you.hear.about.the.solar.or.rope.and.washer.pumps.
1048,survey_grp.AR_technologies_grp.where_heard_of_grp.where_heard_tractor_seeding,where_heard_tractor_seeding,Where.did.you.hear.about.using.tractor.for.seed.planting.
1049,survey_grp.AR_technologies_grp.where_heard_of_grp.where_heard_tractor_pump,where_heard_tractor_pump,Where.did.you.hear.about.using.tractor.for.water.pumping.
1050,survey_grp.AR_technologies_grp.where_heard_of_grp.where_heard_tractor_transport,where_heard_tractor_transport,Where.did.you.hear.about.using.tractor.for.transporting.things.
1051,survey_grp.AR_technologies_grp.who_support_grp.who_support_cultivated_forage,who_support_cultivated_forage,Who.supported.to.use.these.cultivated.forage.crops.
1052,survey_grp.AR_technologies_grp.who_support_grp.who_support_fodder_trees,who_support_fodder_trees,Who.supported.to.use.the.fodder.trees.
1053,survey_grp.AR_technologies_grp.who_support_grp.who_support_post_harvest_feed,who_support_post_harvest_feed,Who.supported.to.use.the.feed.troughs.or.crop.residue.storage.sheds.
1054,survey_grp.AR_technologies_grp.who_support_grp.who_support_sheep_fattening,who_support_sheep_fattening,Who.supported.to.use.the.sheep.fattening.program.
1055,survey_grp.AR_technologies_grp.who_support_grp.who_support_PVS,who_support_PVS,Who.supported.to.use.the.new.crop.varieties.
1056,survey_grp.AR_technologies_grp.who_support_grp.who_support_seed,who_support_seed,Who.supported.to.use.the.seed.production.and.seed.storage.activities.
1057,survey_grp.AR_technologies_grp.who_support_grp.who_support_tree_crops,who_support_tree_crops,Who.supported.to.use.the.tree.crops..avocado.or.apple..
1058,survey_grp.AR_technologies_grp.who_support_grp.who_support_soil_fertility,who_support_soil_fertility,Who.supported.to.use.the.fertiliser..manure..or.soil.nutrient.testing.
1059,survey_grp.AR_technologies_grp.who_support_grp.who_support_beds_ridge_furrow,who_support_beds_ridge_furrow,Who.supported.to.use.raised.beds.or.ridge.and.furrow.planting.
1060,survey_grp.AR_technologies_grp.who_support_grp.who_support_ponds,who_support_ponds,Who.supported.to.use.the.ponds.for.water.capture.
1061,survey_grp.AR_technologies_grp.who_support_grp.who_support_pumps,who_support_pumps,Who.supported.to.use.the.solar.or.rope.and.washer.pumps.
1062,survey_grp.AR_technologies_grp.who_support_grp.who_support_tractor_seeding,who_support_tractor_seeding,Who.supported.to.use.using.tractor.for.seed.planting.
1063,survey_grp.AR_technologies_grp.who_support_grp.who_support_tractor_pump,who_support_tractor_pump,Who.supported.to.use.using.tractor.for.water.pumping.
1064,survey_grp.AR_technologies_grp.who_support_grp.who_support_tractor_transport,who_support_tractor_transport,Who.supported.to.use.using.tractor.for.transporting.things.
1065,survey_grp.AR_technologies_grp.what_support,what_support,What.did.they.do.to.support.you..
1066,survey_grp.AR_technologies_grp.infoexch.receive_info_extension_freq,receive_info_extension_freq,About.how.many.times.have.you.received.information.from.extension.workers..in.the.last.12.months.
1067,survey_grp.AR_technologies_grp.infoexch.receive_info_extension_quality,receive_info_extension_quality,Was.the.information.from.extension.workers.helpful..in.the.last.12.months..
1068,survey_grp.AR_technologies_grp.infoexch.receive_info_projects_freq,receive_info_projects_freq,About.how.many.times.have.you.received.information.from.projects.or.other.organisations..such.as.Africa.Rising..in.the.last.12.months.
1069,survey_grp.AR_technologies_grp.infoexch.receive_info_projects_quality,receive_info_projects_quality,Was.the.information.from.projects.helpful..in.the.last.12.months..
1070,survey_grp.AR_technologies_grp.shared_tech,shared_tech,Have.you.told.other.households.about.these.practices..Or.supported.other.households.to.try.them.out.
1071,survey_grp.AR_technologies_grp.tech_dissemination.tech_share_how_many,tech_share_how_many,About.how.many.farmers.have.you.shared.these.practices.with.
1072,survey_grp.AR_technologies_grp.tech_dissemination.tech_share_what,tech_share_what,What.did.you.do.for.these.other.households.
1073,survey_grp.AR_technologies_grp.tech_share_what_other,tech_share_what_other,Define..other..way.to.support.other.farmers.using.new.technologies.
1074,survey_grp.offfarm_inc_intro.offfarm_incomes_any,offfarm_incomes_any,Does.your.household.have.any.sources.of.income.apart.from.selling.what.you.produce.on.the.farm.
1075,survey_grp.SECTION_Off_Farm_Income.offfarm_income_sources.offfarm_incomes,offfarm_incomes,What.are.those.sources.of.off.farm.income.
1076,survey_grp.SECTION_Off_Farm_Income.offfarm_income_sources.offfarm_incomes_count,offfarm_incomes_count,offfarm_incomes_count
1077,survey_grp.SECTION_Off_Farm_Income.offfarm_incomes_other,offfarm_incomes_other,Specify.other.off.farm.income.
1078,survey_grp.SECTION_Off_Farm_Income.offfarm_income_repeat_count,offfarm_income_repeat_count,offfarm_income_repeat_count
1079,survey_grp.SECTION_Off_Farm_Income.offfarm_income_repeat.1..offfarm_rep_number,offfarm_rep_number_1,offfarm_rep_number
1080,survey_grp.SECTION_Off_Farm_Income.offfarm_income_repeat.1..offarm_rep_grp.offfarm_income_name,offfarm_income_name_1,I.m.going.to.ask.you.about.each.of.your.off.farm.income.sources.in.turn..Define.off.farm.income.number...offfarm_rep_number..
1081,survey_grp.SECTION_Off_Farm_Income.offfarm_income_repeat.1..offarm_rep_grp.offfarm_label,offfarm_label_1,offfarm_label
1082,survey_grp.SECTION_Off_Farm_Income.offfarm_income_repeat.1..offarm_rep_grp.offfarm_time_g1.offfarm_year_round,offfarm_year_round_1,Does.your.household.earn.money.from...offfarm_label..ALL.YEAR.LONG.
1083,survey_grp.SECTION_Off_Farm_Income.offfarm_income_repeat.1..offarm_rep_grp.offfarm_time_g2.offfarm_month,offfarm_month_1,Which.months.does.your.household.earn.money.from...offfarm_label..
1084,survey_grp.SECTION_Off_Farm_Income.offfarm_income_repeat.1..offarm_rep_grp.offfarm_details.offfarm_who_control_revenue,offfarm_who_control_revenue_1,Who.decides.how.to.spend.the.money.from...offfarm_label..
1085,survey_grp.SECTION_Off_Farm_Income.offfarm_income_repeat.2..offfarm_rep_number,offfarm_rep_number_2,offfarm_rep_number.1
1086,survey_grp.SECTION_Off_Farm_Income.offfarm_income_repeat.2..offarm_rep_grp.offfarm_income_name,offfarm_income_name_2,I.m.going.to.ask.you.about.each.of.your.off.farm.income.sources.in.turn..Define.off.farm.income.number...offfarm_rep_number...1
1087,survey_grp.SECTION_Off_Farm_Income.offfarm_income_repeat.2..offarm_rep_grp.offfarm_label,offfarm_label_2,offfarm_label.1
1088,survey_grp.SECTION_Off_Farm_Income.offfarm_income_repeat.2..offarm_rep_grp.offfarm_time_g1.offfarm_year_round,offfarm_year_round_2,Does.your.household.earn.money.from...offfarm_label..ALL.YEAR.LONG..1
1089,survey_grp.SECTION_Off_Farm_Income.offfarm_income_repeat.2..offarm_rep_grp.offfarm_time_g2.offfarm_month,offfarm_month_2,Which.months.does.your.household.earn.money.from...offfarm_label...1
1090,survey_grp.SECTION_Off_Farm_Income.offfarm_income_repeat.2..offarm_rep_grp.offfarm_details.offfarm_who_control_revenue,offfarm_who_control_revenue_2,Who.decides.how.to.spend.the.money.from...offfarm_label...1
1091,survey_grp.SECTION_Off_Farm_Income.offfarm_income_repeat.3..offfarm_rep_number,offfarm_rep_number_3,offfarm_rep_number.2
1092,survey_grp.SECTION_Off_Farm_Income.offfarm_income_repeat.3..offarm_rep_grp.offfarm_income_name,offfarm_income_name_3,I.m.going.to.ask.you.about.each.of.your.off.farm.income.sources.in.turn..Define.off.farm.income.number...offfarm_rep_number...2
1093,survey_grp.SECTION_Off_Farm_Income.offfarm_income_repeat.3..offarm_rep_grp.offfarm_label,offfarm_label_3,offfarm_label.2
1094,survey_grp.SECTION_Off_Farm_Income.offfarm_income_repeat.3..offarm_rep_grp.offfarm_time_g1.offfarm_year_round,offfarm_year_round_3,Does.your.household.earn.money.from...offfarm_label..ALL.YEAR.LONG..2
1095,survey_grp.SECTION_Off_Farm_Income.offfarm_income_repeat.3..offarm_rep_grp.offfarm_time_g2.offfarm_month,offfarm_month_3,Which.months.does.your.household.earn.money.from...offfarm_label...2
1096,survey_grp.SECTION_Off_Farm_Income.offfarm_income_repeat.3..offarm_rep_grp.offfarm_details.offfarm_who_control_revenue,offfarm_who_control_revenue_3,Who.decides.how.to.spend.the.money.from...offfarm_label...2
1097,survey_grp.SECTION_Off_Farm_Income.offfarm_income_repeat.offarm_rep_grp.offfarm_income_name,offfarm_income_name,I.m.going.to.ask.you.about.each.of.your.off.farm.income.sources.in.turn..Define.off.farm.income.number...offfarm_rep_number...3
1098,survey_grp.SECTION_Off_Farm_Income.offfarm_income_repeat.offarm_rep_grp.offfarm_label,offfarm_label,offfarm_label.3
1099,survey_grp.SECTION_Off_Farm_Income.offfarm_income_repeat.offarm_rep_grp.offfarm_time_g1.offfarm_year_round,offfarm_year_round,Does.your.household.earn.money.from...offfarm_label..ALL.YEAR.LONG..3
1100,survey_grp.SECTION_Off_Farm_Income.offfarm_income_repeat.offarm_rep_grp.offfarm_time_g2.offfarm_month,offfarm_month,Which.months.does.your.household.earn.money.from...offfarm_label...3
1101,survey_grp.SECTION_Off_Farm_Income.offfarm_income_repeat.offarm_rep_grp.offfarm_details.offfarm_who_control_revenue,offfarm_who_control_revenue,Who.decides.how.to.spend.the.money.from...offfarm_label...3
1102,survey_grp.SECTION_Off_Farm_Income.spendings_group.offfarm_income_proportion,offfarm_income_proportion,Consider.all.the.money.earned.in.the.last.12.months.from.selling.farm.produce..and.earned.from.the.off.farm.activities.we.just.discussed..Did.more.money.come.sales.of.farm.produce..or.more.from.the.off.farm.activities.
1103,survey_grp.section_wildfoods.wildfood_intro.gather_wildfoods,gather_wildfoods,Does.your.household.gather.any.wild.foods.
1104,survey_grp.section_wildfoods.Wild_Foods_details.wildfoods,wildfoods,What.types.of.foods.did.you.gather.in.the.last.12.months.
1105,survey_grp.section_wildfoods.Wild_Foods_details.wildfood_collect_when,wildfood_collect_when,What.times.of.year.does.your.household.collect.wild.foods.
1106,survey_grp.section_wildfoods.Wild_Foods_details.wildfood_use,wildfood_use,Does.your.household.eat.the.wild.foods..or.sell.them.
1107,survey_grp.section_wildfoods.Wild_Foods_details.wildfoods_sold_income,wildfoods_sold_income,About.how.much.money.did.you.make.from.selling.wild.foods.during.the.last.12.months.
1108,survey_grp.section_wildfoods.Wild_Foods_details.wildfoods_who_control_revenue,wildfoods_who_control_revenue,Who.usually.decides.what.do.to.with.the.income.from.the.wild.foods.
1109,survey_grp.section_wildfoods.Wild_Foods_details.wildfood_amount,wildfood_amount,Approximately.how.much.of.your.household.s.food.comes.from.wild.foods.
1110,survey_grp.SECTION_FOOD_SECURITY.foodsecuritystatus.foodshortagetime,foodshortagetime,Was.there.a.time.in.the.last.12.months.when.there.was.a.less.food.compared.to.other.times.
1111,survey_grp.SECTION_FOOD_SECURITY.foodshortage_group.foodshortagetime_months_which,foodshortagetime_months_which,Which.months.were.there.food.shortages.in.the.last.12.months.
1112,survey_grp.SECTION_FOOD_SECURITY.foodshortage_group.food_worst_month,food_worst_month,Which.was.the.worst.month.in.the.last.12.for.food.
1113,survey_grp.SECTION_FOOD_SECURITY.foodshortage_group.food_worst_month_label,food_worst_month_label,food_worst_month_label
1114,survey_grp.SECTION_FOOD_SECURITY.foodshortage_group.food_best_month,food_best_month,Which.was.the.best.month.of.the.last.12.for.food.
1115,survey_grp.SECTION_FOOD_SECURITY.foodshortage_group.food_best_month_label,food_best_month_label,food_best_month_label
1116,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_1.GrainsRootsTubers_good_season,GrainsRootsTubers_good_season,How.often.were.these.eaten.in.your.household.during.the.best.month.
1117,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_1.GrainsRootsTubers_bad_season,GrainsRootsTubers_bad_season,How.often.were.these.eaten.in.your.household.during.the.worst.month.
1118,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_1.GrainsRootsTubers_last_month,GrainsRootsTubers_last_month,How.often.were.these.eaten.in.your.household.during.the.last.month.
1119,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_1.GrainsRootsTubers_24hr,GrainsRootsTubers_24hr,Did.you.personally.eat.any.of.these.foods.in.the.last.24.hours.
1120,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_1.GrainsRootsTubers_source_good,GrainsRootsTubers_source_good,During.the.best.month.
1121,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_1.GrainsRootsTubers_source_bad,GrainsRootsTubers_source_bad,During.the.worst.month.
1122,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_1.GrainsRootsTubers_source_last_month,GrainsRootsTubers_source_last_month,During.the.last.month.
1123,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_2.Legumes_good_season,Legumes_good_season,How.often.were.these.eaten.in.your.household.during.the.best.month..1
1124,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_2.Legumes_bad_season,Legumes_bad_season,How.often.were.these.eaten.in.your.household.during.the.worst.month..1
1125,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_2.Legumes_last_month,Legumes_last_month,How.often.were.these.eaten.in.your.household.during.the.last.month..1
1126,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_2.Legumes_24hr,Legumes_24hr,Did.you.personally.eat.any.of.these.foods.in.the.last.24.hours..1
1127,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_2.Legumes_source_good,Legumes_source_good,During.the.best.month..1
1128,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_2.Legumes_source_bad,Legumes_source_bad,During.the.worst.month..1
1129,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_2.Legumes_source_last_month,Legumes_source_last_month,During.the.last.month..1
1130,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_3.Nuts_Seeds_good_season,Nuts_Seeds_good_season,How.often.were.these.eaten.in.your.household.during.the.best.month..2
1131,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_3.Nuts_Seeds_bad_season,Nuts_Seeds_bad_season,How.often.were.these.eaten.in.your.household.during.the.worst.month..2
1132,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_3.Nuts_Seeds_last_month,Nuts_Seeds_last_month,How.often.were.these.eaten.in.your.household.during.the.last.month..2
1133,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_3.Nuts_Seeds_24hr,Nuts_Seeds_24hr,Did.you.personally.eat.any.of.these.foods.in.the.last.24.hours..2
1134,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_3.Nuts_Seeds_source_good,Nuts_Seeds_source_good,During.the.best.month..2
1135,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_3.Nuts_Seeds_source_bad,Nuts_Seeds_source_bad,During.the.worst.month..2
1136,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_3.Nuts_Seeds_source_last_month,Nuts_Seeds_source_last_month,During.the.last.month..2
1137,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_10.Veg_Leafy_good_season,Veg_Leafy_good_season,How.often.were.these.eaten.in.your.household.during.the.best.month..3
1138,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_10.Veg_Leafy_bad_season,Veg_Leafy_bad_season,How.often.were.these.eaten.in.your.household.during.the.worst.month..3
1139,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_10.Veg_Leafy_last_month,Veg_Leafy_last_month,How.often.were.these.eaten.in.your.household.during.the.last.month..3
1140,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_10.Veg_Leafy_24hr,Veg_Leafy_24hr,Did.you.personally.eat.any.of.these.foods.in.the.last.24.hours..3
1141,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_10.Veg_Leafy_source_good,Veg_Leafy_source_good,During.the.best.month..3
1142,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_10.Veg_Leafy_source_bad,Veg_Leafy_source_bad,During.the.worst.month..3
1143,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_10.Veg_Leafy_source_last_month,Veg_Leafy_source_last_month,During.the.last.month..3
1144,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_9.VitA_Veg_Fruit_good_season,VitA_Veg_Fruit_good_season,How.often.were.these.eaten.in.your.household.during.the.best.month..4
1145,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_9.VitA_Veg_Fruit_bad_season,VitA_Veg_Fruit_bad_season,How.often.were.these.eaten.in.your.household.during.the.worst.month..4
1146,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_9.VitA_Veg_Fruit_last_month,VitA_Veg_Fruit_last_month,How.often.were.these.eaten.in.your.household.during.the.last.month..4
1147,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_9.VitA_Veg_Fruit_24hr,VitA_Veg_Fruit_24hr,Did.you.personally.eat.any.of.these.foods.in.the.last.24.hours..4
1148,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_9.VitA_Veg_Fruit_source_good,VitA_Veg_Fruit_source_good,During.the.best.month..4
1149,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_9.VitA_Veg_Fruit_source_bad,VitA_Veg_Fruit_source_bad,During.the.worst.month..4
1150,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_9.VitA_Veg_Fruit_source_last_month,VitA_Veg_Fruit_source_last_month,During.the.last.month..4
1151,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_4.Vegetables_good_season,Vegetables_good_season,How.often.were.these.eaten.in.your.household.during.the.best.month..5
1152,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_4.Vegetables_bad_season,Vegetables_bad_season,How.often.were.these.eaten.in.your.household.during.the.worst.month..5
1153,survey_grp.SECTION_FOOD_SECURITY.SECTION_Nutritional_Diversity.nutrition_4.Vegetables_last_month,Vegetables_last_month,How.often.were.these.eaten.in.your.household.during.the.last.month..5
